"","PoissonsRatio","E","ThermalExpansion","InnerRadius","OuterRadius","InnerTemp","OuterTemp","ThicknessChange","PercentThicknessChange","YieldStress","TempDiff","TempDiff_for_Yield"
"1",0.05,274963176062,1.918e-05,0.349704247936606,1.16117224617861,60.8505240699742,121.833290043415,0.00173160009858251,0.213391052060453,280719517,60.9827659734412,60.98
"2",0.24,157115249336,1.563e-05,0.624373922988307,0.883990865040105,128.775651782053,263.98661986952,0.000859305287674037,0.330989680751494,267848510,135.210968087468,135.21
"3",0.07,201347914159,1.752e-05,0.503166075653862,0.789902958946768,112.375774030806,156.15019485837,0.000706541813786074,0.246407719046151,107741336,43.7744208275634,43.77
"4",0.22,76687027854,6.72e-06,1.10649427053286,1.27153450701153,93.8031901954673,287.237048812676,0.000221158674845748,0.134002882911725,391134516,193.433858617209,1086.63
"5",0.2,345899561776,2.883e-05,0.440459541184828,1.15120904273354,163.173818401992,184.293644175728,0.00368026089779421,0.517799997013716,204774125,21.1198257737361,21.12
"6",0.49,295457862027,1.99e-05,1.05622998538427,1.77661782230251,70.114580570953,83.2364782373302,0.00113020561277212,0.156888491844484,100110252,13.1218976663772,13.12
"7",0.41,289571903248,6.74e-06,0.827399437760469,1.61910117932362,54.8056959232781,174.040785425868,0.000743696734439587,0.0939364782716296,278092977,119.23508950259,119.24
"8",0.45,260655140711,1.938e-05,0.830277019036002,1.51660968409386,62.9329848801717,107.480523071391,0.00124543454505702,0.181462227934618,283726010,44.547538191219,44.55
"9",0.44,200662068208,4.1e-06,0.41366541602416,1.20968045613496,137.004512001295,249.006568931509,0.000740530194740661,0.0930296737405347,369007853,112.002056930214,311.81
"10",0.39,175705897098,6.63e-06,1.00444827798288,2.18511538926046,51.2299328111112,247.999435057318,0.00153374621169273,0.129905050885435,276696575,196.769502246207,196.77
"11",0.36,141771078396,4.2e-06,1.12117179602385,1.51153997667599,154.607335588662,329.790630628122,0.000425078917186235,0.108891794529999,143060773,175.18329503946,256.68
"12",0.23,297363184895,2.87e-05,0.213334000862669,1.32736459293636,59.0521019126754,93.0088542633044,0.00287685006160454,0.258237976773106,343901295,33.956752350629,33.96
"13",0.09,342843871047,2.179e-05,0.0621432180237025,0.634887230764143,186.395892646397,204.736735703746,0.00254360723859682,0.444108918123173,143014892,18.3408430573497,18.34
"14",0.35,75600559621,1.358e-05,1.10159594082739,1.59148689190857,67.8124475758523,207.043942785822,0.0010250657461152,0.20924365797182,324620425,139.23149520997,331.94
"15",0.08,220497903426,8.45e-06,0.216229285704903,1.0457090154849,51.7188369063661,203.102344577201,0.00129914705959274,0.156621917685356,366870509,151.383507670835,205.02
"16",0.42,264546702220,1.008e-05,0.521409478674177,0.647363388242666,155.871412344277,288.410403354709,0.000294068414472869,0.233473034287171,350672903,132.538991010432,132.54
"17",0.41,227768421592,1.502e-05,0.73177984241629,0.848706738522742,40.8368766657077,159.593062952826,0.000186306739115715,0.159336085468393,380721907,118.756186287119,118.76
"18",0.14,91074271107,5.73e-06,0.140530624911189,1.06669003143441,80.8319841860794,263.954426286052,0.00133150856038392,0.143766672454624,102909027,183.122442099972,183.12
"19",0.48,247822786625,3.52e-06,0.834046287538949,1.34012407393428,163.753574510338,306.269400619203,0.000457284968949329,0.0903586328509818,310858500,142.515826108865,284.24
